Slice,Count,Total Area,Average Size,%Area,Mean,,Coupon
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-13_m13_DAPI.tif,2485,5.571,0.002,34.798,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-13_m14_DAPI.tif,2463,5.165,0.002,32.266,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-13_m15_DAPI.tif,2496,5.269,0.002,32.912,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-13_m16_DAPI.tif,2210,6.155,0.003,38.449,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m01_DAPI.tif,2576,5.338,0.002,33.345,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m02_DAPI.tif,3379,4.066,0.001,25.4,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m03_DAPI.tif,3242,4.347,0.001,27.155,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m04_DAPI.tif,2732,5.19,0.002,32.423,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m05_DAPI.tif,3177,4.673,0.001,29.191,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m06_DAPI.tif,3494,3.967,0.001,24.782,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m07_DAPI.tif,3405,4.072,0.001,25.436,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m08_DAPI.tif,3067,4.887,0.002,30.528,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m09_DAPI.tif,2944,5.305,0.002,33.137,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m10_DAPI.tif,3054,4.695,0.002,29.331,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m11_DAPI.tif,2761,4.793,0.002,29.944,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m12_DAPI.tif,2476,5.177,0.002,32.342,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m13_DAPI.tif,2485,5.571,0.002,34.798,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m14_DAPI.tif,2463,5.165,0.002,32.266,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m15_DAPI.tif,2496,5.269,0.002,32.912,255,,3
FK2021CL_(261)-Profundidad de enfoque extendida-13-Exportar imagen-15_m16_DAPI.tif,2210,6.155,0.003,38.449,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m01_DAPI.tif,1634,6.478,0.004,40.467,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m02_DAPI.tif,1715,6.427,0.004,40.148,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m03_DAPI.tif,1820,6.148,0.003,38.403,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m04_DAPI.tif,1900,5.926,0.003,37.017,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m05_DAPI.tif,2169,5.503,0.003,34.373,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m06_DAPI.tif,2139,5.915,0.003,36.947,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m07_DAPI.tif,1893,6.13,0.003,38.292,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m08_DAPI.tif,1830,6.228,0.003,38.904,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m09_DAPI.tif,1802,6.34,0.004,39.606,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m10_DAPI.tif,1768,6.482,0.004,40.489,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m11_DAPI.tif,1692,6.63,0.004,41.419,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m12_DAPI.tif,1523,6.531,0.004,40.799,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m13_DAPI.tif,1478,6.757,0.005,42.211,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m14_DAPI.tif,1764,6.218,0.004,38.841,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m15_DAPI.tif,1742,6.544,0.004,40.877,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-03-Exportar imagen-08_m16_DAPI.tif,1517,6.723,0.004,41.998,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m01_DAPI.tif,2082,5.797,0.003,36.21,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m02_DAPI.tif,2205,5.744,0.003,35.879,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m03_DAPI.tif,2356,5.486,0.002,34.267,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m04_DAPI.tif,2343,5.352,0.002,33.433,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m05_DAPI.tif,2611,4.947,0.002,30.901,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m06_DAPI.tif,2688,5.263,0.002,32.878,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m07_DAPI.tif,2382,5.505,0.002,34.387,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m08_DAPI.tif,2350,5.52,0.002,34.481,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m09_DAPI.tif,2334,5.65,0.002,35.293,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m10_DAPI.tif,2342,5.737,0.002,35.84,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m11_DAPI.tif,2163,5.888,0.003,36.783,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m12_DAPI.tif,1984,5.815,0.003,36.323,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m13_DAPI.tif,1881,6.036,0.003,37.708,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m14_DAPI.tif,2278,5.508,0.002,34.404,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m15_DAPI.tif,2295,5.832,0.003,36.432,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-14_m16_DAPI.tif,2037,5.966,0.003,37.271,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m01_DAPI.tif,2082,5.797,0.003,36.21,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m02_DAPI.tif,2205,5.744,0.003,35.879,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m03_DAPI.tif,2356,5.486,0.002,34.267,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m04_DAPI.tif,2343,5.352,0.002,33.433,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m05_DAPI.tif,2611,4.947,0.002,30.901,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m06_DAPI.tif,2688,5.263,0.002,32.878,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m07_DAPI.tif,2382,5.505,0.002,34.387,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m08_DAPI.tif,2350,5.52,0.002,34.481,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m09_DAPI.tif,2334,5.65,0.002,35.293,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m10_DAPI.tif,2342,5.737,0.002,35.84,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m11_DAPI.tif,2163,5.888,0.003,36.783,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m12_DAPI.tif,1984,5.815,0.003,36.323,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m13_DAPI.tif,1881,6.036,0.003,37.708,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m14_DAPI.tif,2278,5.508,0.002,34.404,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m15_DAPI.tif,2295,5.832,0.003,36.432,255,,3
FK2021CL_(262)-Profundidad de enfoque extendida-14-Exportar imagen-15_m16_DAPI.tif,2037,5.966,0.003,37.271,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m01_DAPI.tif,3159,4.276,0.001,26.709,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m02_DAPI.tif,2553,4.972,0.002,31.057,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m03_DAPI.tif,2102,5.895,0.003,36.826,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m04_DAPI.tif,1718,5.945,0.003,37.138,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m05_DAPI.tif,2401,4.396,0.002,27.463,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m06_DAPI.tif,2537,4.887,0.002,30.525,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m07_DAPI.tif,2770,4.598,0.002,28.72,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m08_DAPI.tif,2717,5.135,0.002,32.078,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m09_DAPI.tif,2525,5.22,0.002,32.609,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m10_DAPI.tif,2667,4.083,0.002,25.507,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m11_DAPI.tif,2183,4.169,0.002,26.046,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m12_DAPI.tif,1743,4.925,0.003,30.766,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m13_DAPI.tif,2097,4.363,0.002,27.257,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m14_DAPI.tif,2258,4.059,0.002,25.355,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m15_DAPI.tif,2032,4.517,0.002,28.218,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-04-Exportar imagen-07_m16_DAPI.tif,2005,5.579,0.003,34.85,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m01_DAPI.tif,3591,3.884,0.001,24.262,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m02_DAPI.tif,2944,4.533,0.002,28.317,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m03_DAPI.tif,2499,5.374,0.002,33.57,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m04_DAPI.tif,2026,5.46,0.003,34.11,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m05_DAPI.tif,2657,4.004,0.002,25.009,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m06_DAPI.tif,2936,4.439,0.002,27.73,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m07_DAPI.tif,3141,4.162,0.001,26.002,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m08_DAPI.tif,3155,4.644,0.001,29.011,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m09_DAPI.tif,2970,4.734,0.002,29.57,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m10_DAPI.tif,3022,3.694,0.001,23.075,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m11_DAPI.tif,2409,3.795,0.002,23.705,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m12_DAPI.tif,1941,4.51,0.002,28.175,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m13_DAPI.tif,2313,3.971,0.002,24.805,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m14_DAPI.tif,2510,3.687,0.001,23.029,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m15_DAPI.tif,2313,4.103,0.002,25.629,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-16_m16_DAPI.tif,2355,5.057,0.002,31.587,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m01_DAPI.tif,3591,3.884,0.001,24.262,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m02_DAPI.tif,2944,4.533,0.002,28.317,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m03_DAPI.tif,2499,5.374,0.002,33.57,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m04_DAPI.tif,2026,5.46,0.003,34.11,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m05_DAPI.tif,2657,4.004,0.002,25.009,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m06_DAPI.tif,2936,4.439,0.002,27.73,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m07_DAPI.tif,3141,4.162,0.001,26.002,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m08_DAPI.tif,3155,4.644,0.001,29.011,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m09_DAPI.tif,2970,4.734,0.002,29.57,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m10_DAPI.tif,3022,3.694,0.001,23.075,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m11_DAPI.tif,2409,3.795,0.002,23.705,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m12_DAPI.tif,1941,4.51,0.002,28.175,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m13_DAPI.tif,2313,3.971,0.002,24.805,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m14_DAPI.tif,2510,3.687,0.001,23.029,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m15_DAPI.tif,2313,4.103,0.002,25.629,255,,3
FK2021CL_(263)-Profundidad de enfoque extendida-16-Exportar imagen-17_m16_DAPI.tif,2355,5.057,0.002,31.587,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m01_DAPI.tif,1637,8.31,0.005,51.911,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m02_DAPI.tif,1617,6.717,0.004,41.96,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m03_DAPI.tif,1604,6.071,0.004,37.926,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m04_DAPI.tif,1280,7.702,0.006,48.111,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m05_DAPI.tif,1307,6.157,0.005,38.458,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m06_DAPI.tif,1449,6.274,0.004,39.191,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m07_DAPI.tif,1739,6.065,0.003,37.888,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m08_DAPI.tif,1860,6.107,0.003,38.149,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m09_DAPI.tif,1781,5.143,0.003,32.128,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m10_DAPI.tif,1675,5.67,0.003,35.418,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m11_DAPI.tif,1559,5.548,0.004,34.655,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m12_DAPI.tif,1603,5.073,0.003,31.69,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m13_DAPI.tif,1706,3.683,0.002,23.007,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m14_DAPI.tif,1660,4.418,0.003,27.597,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m15_DAPI.tif,1718,4.372,0.003,27.31,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-05-Exportar imagen-06_m16_DAPI.tif,1937,5.571,0.003,34.802,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m01_DAPI.tif,1888,4.742,0.003,29.621,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m02_DAPI.tif,2066,3.682,0.002,22.999,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m03_DAPI.tif,1918,3.302,0.002,20.628,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m04_DAPI.tif,1537,4.567,0.003,28.528,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m05_DAPI.tif,2285,3.329,0.001,20.793,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m06_DAPI.tif,2109,3.285,0.002,20.518,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m07_DAPI.tif,2187,3.184,0.001,19.893,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m08_DAPI.tif,2207,3.181,0.001,19.871,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m09_DAPI.tif,2301,2.538,0.001,15.856,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m10_DAPI.tif,2164,3.031,0.001,18.937,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m11_DAPI.tif,2415,2.99,0.001,18.676,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m12_DAPI.tif,2491,2.673,0.001,16.7,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m13_DAPI.tif,2455,1.954,7.96E-04,12.205,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m14_DAPI.tif,2468,2.293,9.29E-04,14.326,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m15_DAPI.tif,2304,2.303,1.00E-03,14.386,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-16_m16_DAPI.tif,2249,2.762,0.001,17.254,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m01_DAPI.tif,1888,4.742,0.003,29.621,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m02_DAPI.tif,2066,3.682,0.002,22.999,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m03_DAPI.tif,1918,3.302,0.002,20.628,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m04_DAPI.tif,1537,4.567,0.003,28.528,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m05_DAPI.tif,2285,3.329,0.001,20.793,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m06_DAPI.tif,2109,3.285,0.002,20.518,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m07_DAPI.tif,2187,3.184,0.001,19.893,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m08_DAPI.tif,2207,3.181,0.001,19.871,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m09_DAPI.tif,2301,2.538,0.001,15.856,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m10_DAPI.tif,2164,3.031,0.001,18.937,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m11_DAPI.tif,2415,2.99,0.001,18.676,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m12_DAPI.tif,2491,2.673,0.001,16.7,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m13_DAPI.tif,2455,1.954,7.96E-04,12.205,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m14_DAPI.tif,2468,2.293,9.29E-04,14.326,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m15_DAPI.tif,2304,2.303,1.00E-03,14.386,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-17_m16_DAPI.tif,2249,2.762,0.001,17.254,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m01_DAPI.tif,1888,4.742,0.003,29.621,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m02_DAPI.tif,2066,3.682,0.002,22.999,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m03_DAPI.tif,1918,3.302,0.002,20.628,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m04_DAPI.tif,1537,4.567,0.003,28.528,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m05_DAPI.tif,2285,3.329,0.001,20.793,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m06_DAPI.tif,2109,3.285,0.002,20.518,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m07_DAPI.tif,2187,3.184,0.001,19.893,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m08_DAPI.tif,2207,3.181,0.001,19.871,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m09_DAPI.tif,2301,2.538,0.001,15.856,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m10_DAPI.tif,2164,3.031,0.001,18.937,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m11_DAPI.tif,2415,2.99,0.001,18.676,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m12_DAPI.tif,2491,2.673,0.001,16.7,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m13_DAPI.tif,2455,1.954,7.96E-04,12.205,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m14_DAPI.tif,2468,2.293,9.29E-04,14.326,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m15_DAPI.tif,2304,2.303,1.00E-03,14.386,255,,3
FK2021CL_(264)-Profundidad de enfoque extendida-17-Exportar imagen-18_m16_DAPI.tif,2249,2.762,0.001,17.254,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m01_DAPI.tif,2023,3.355,0.002,20.96,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m02_DAPI.tif,1664,4.58,0.003,28.608,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m03_DAPI.tif,1696,4.89,0.003,30.546,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m04_DAPI.tif,1207,6.145,0.005,38.385,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m05_DAPI.tif,1666,5.276,0.003,32.957,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m06_DAPI.tif,1421,5.475,0.004,34.198,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m07_DAPI.tif,1528,5.413,0.004,33.816,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m08_DAPI.tif,1831,4.031,0.002,25.178,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m09_DAPI.tif,1849,3.443,0.002,21.507,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m10_DAPI.tif,1738,3.954,0.002,24.7,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m11_DAPI.tif,1306,5.22,0.004,32.606,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m12_DAPI.tif,1417,5.384,0.004,33.632,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m13_DAPI.tif,1563,4.944,0.003,30.881,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m14_DAPI.tif,1605,4.751,0.003,29.681,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m15_DAPI.tif,1848,4.097,0.002,25.594,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-06-Exportar imagen-01_m16_DAPI.tif,1970,3.759,0.002,23.481,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m01_DAPI.tif,2434,2.489,0.001,15.548,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m02_DAPI.tif,2220,3.335,0.002,20.833,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m03_DAPI.tif,2258,3.656,0.002,22.836,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m04_DAPI.tif,1886,4.297,0.002,26.843,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m05_DAPI.tif,2452,3.688,0.002,23.037,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m06_DAPI.tif,2228,3.814,0.002,23.825,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m07_DAPI.tif,2221,3.766,0.002,23.528,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m08_DAPI.tif,2313,3.013,0.001,18.819,255,,3
FK2021CL_(265)-Profundidad de enfoque extendida-19-Exportar imagen-17_m09_DAPI.tif,2250,2.476,0.001,15.469,255,,3
