Slice,Count,Total Area,Average Size,%Area,Mean,,Coupon
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m01_DAPI.tif,2509,3.452,0.001,21.561,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m02_DAPI.tif,2528,3.597,0.001,22.472,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m03_DAPI.tif,2458,3.737,0.002,23.344,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m04_DAPI.tif,2557,4.397,0.002,27.467,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m05_DAPI.tif,2842,3.621,0.001,22.621,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m06_DAPI.tif,2533,3.266,0.001,20.405,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m07_DAPI.tif,2760,3.004,0.001,18.767,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m08_DAPI.tif,2505,2.779,0.001,17.359,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m09_DAPI.tif,3013,2.976,9.88E-04,18.592,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m10_DAPI.tif,2907,2.544,8.75E-04,15.891,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m11_DAPI.tif,2538,3.848,0.002,24.036,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m12_DAPI.tif,2503,4.279,0.002,26.731,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m13_DAPI.tif,2790,3.462,0.001,21.629,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m14_DAPI.tif,2750,2.231,8.11E-04,13.936,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m15_DAPI.tif,2331,2.36,0.001,14.744,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-02_m16_DAPI.tif,2655,2.51,9.45E-04,15.68,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m01_DAPI.tif,2509,3.452,0.001,21.561,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m02_DAPI.tif,2528,3.597,0.001,22.472,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m03_DAPI.tif,2458,3.737,0.002,23.344,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m04_DAPI.tif,2557,4.397,0.002,27.467,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m05_DAPI.tif,2842,3.621,0.001,22.621,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m06_DAPI.tif,2533,3.266,0.001,20.405,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m07_DAPI.tif,2760,3.004,0.001,18.767,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m08_DAPI.tif,2505,2.779,0.001,17.359,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m09_DAPI.tif,3013,2.976,9.88E-04,18.592,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m10_DAPI.tif,2907,2.544,8.75E-04,15.891,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m11_DAPI.tif,2538,3.848,0.002,24.036,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m12_DAPI.tif,2503,4.279,0.002,26.731,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m13_DAPI.tif,2790,3.462,0.001,21.629,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m14_DAPI.tif,2750,2.231,8.11E-04,13.936,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m15_DAPI.tif,2331,2.36,0.001,14.744,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-03_m16_DAPI.tif,2655,2.51,9.45E-04,15.68,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m01_DAPI.tif,2509,3.452,0.001,21.561,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m02_DAPI.tif,2528,3.597,0.001,22.472,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m03_DAPI.tif,2458,3.737,0.002,23.344,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m04_DAPI.tif,2557,4.397,0.002,27.467,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m05_DAPI.tif,2842,3.621,0.001,22.621,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m06_DAPI.tif,2533,3.266,0.001,20.405,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m07_DAPI.tif,2760,3.004,0.001,18.767,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m08_DAPI.tif,2505,2.779,0.001,17.359,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m09_DAPI.tif,3013,2.976,9.88E-04,18.592,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m10_DAPI.tif,2907,2.544,8.75E-04,15.891,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m11_DAPI.tif,2538,3.848,0.002,24.036,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m12_DAPI.tif,2503,4.279,0.002,26.731,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m13_DAPI.tif,2790,3.462,0.001,21.629,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m14_DAPI.tif,2750,2.231,8.11E-04,13.936,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m15_DAPI.tif,2331,2.36,0.001,14.744,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Exportar imagen-04_m16_DAPI.tif,2655,2.51,9.45E-04,15.68,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m01_DAPI.tif,2509,3.452,0.001,21.561,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m02_DAPI.tif,2528,3.597,0.001,22.472,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m03_DAPI.tif,2458,3.737,0.002,23.344,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m04_DAPI.tif,2557,4.397,0.002,27.467,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m05_DAPI.tif,2842,3.621,0.001,22.621,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m06_DAPI.tif,2533,3.266,0.001,20.405,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m07_DAPI.tif,2760,3.004,0.001,18.767,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m08_DAPI.tif,2505,2.779,0.001,17.359,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m09_DAPI.tif,3013,2.976,9.88E-04,18.592,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m10_DAPI.tif,2907,2.544,8.75E-04,15.891,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m11_DAPI.tif,2538,3.848,0.002,24.036,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m12_DAPI.tif,2503,4.279,0.002,26.731,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m13_DAPI.tif,2790,3.462,0.001,21.629,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m14_DAPI.tif,2750,2.231,8.11E-04,13.936,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m15_DAPI.tif,2331,2.36,0.001,14.744,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-03_m16_DAPI.tif,2655,2.51,9.45E-04,15.68,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m01_DAPI.tif,2509,3.452,0.001,21.561,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m02_DAPI.tif,2528,3.597,0.001,22.472,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m03_DAPI.tif,2458,3.737,0.002,23.344,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m04_DAPI.tif,2557,4.397,0.002,27.467,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m05_DAPI.tif,2842,3.621,0.001,22.621,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m06_DAPI.tif,2533,3.266,0.001,20.405,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m07_DAPI.tif,2760,3.004,0.001,18.767,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m08_DAPI.tif,2505,2.779,0.001,17.359,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m09_DAPI.tif,3013,2.976,9.88E-04,18.592,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m10_DAPI.tif,2907,2.544,8.75E-04,15.891,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m11_DAPI.tif,2538,3.848,0.002,24.036,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m12_DAPI.tif,2503,4.279,0.002,26.731,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m13_DAPI.tif,2790,3.462,0.001,21.629,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m14_DAPI.tif,2750,2.231,8.11E-04,13.936,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m15_DAPI.tif,2331,2.36,0.001,14.744,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-04_m16_DAPI.tif,2655,2.51,9.45E-04,15.68,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m01_DAPI.tif,2509,3.452,0.001,21.561,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m02_DAPI.tif,2528,3.597,0.001,22.472,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m03_DAPI.tif,2458,3.737,0.002,23.344,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m04_DAPI.tif,2557,4.397,0.002,27.467,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m05_DAPI.tif,2842,3.621,0.001,22.621,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m06_DAPI.tif,2533,3.266,0.001,20.405,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m07_DAPI.tif,2760,3.004,0.001,18.767,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m08_DAPI.tif,2505,2.779,0.001,17.359,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m09_DAPI.tif,3013,2.976,9.88E-04,18.592,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m10_DAPI.tif,2907,2.544,8.75E-04,15.891,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m11_DAPI.tif,2538,3.848,0.002,24.036,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m12_DAPI.tif,2503,4.279,0.002,26.731,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m13_DAPI.tif,2790,3.462,0.001,21.629,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m14_DAPI.tif,2750,2.231,8.11E-04,13.936,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m15_DAPI.tif,2331,2.36,0.001,14.744,255,,46
FK2021CL_(244)-Profundidad de enfoque extendida-26-Modificar cambio de escala-02-Exportar imagen-05_m16_DAPI.tif,2655,2.51,9.45E-04,15.68,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m01_DAPI.tif,1941,3.056,0.002,19.088,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m02_DAPI.tif,2123,2.567,0.001,16.037,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m03_DAPI.tif,2055,3.127,0.002,19.532,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m04_DAPI.tif,1981,3.287,0.002,20.53,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m05_DAPI.tif,2205,2.932,0.001,18.318,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m06_DAPI.tif,2164,2.692,0.001,16.814,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m07_DAPI.tif,2015,3.017,0.001,18.845,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m08_DAPI.tif,2092,2.586,0.001,16.156,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m09_DAPI.tif,2186,2.368,0.001,14.792,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m10_DAPI.tif,2210,2.396,0.001,14.965,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m11_DAPI.tif,2170,2.593,0.001,16.197,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m12_DAPI.tif,2116,3.037,0.001,18.973,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m13_DAPI.tif,2209,2.803,0.001,17.511,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m14_DAPI.tif,2267,2.224,9.81E-04,13.894,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m15_DAPI.tif,2145,2.47,0.001,15.431,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-04_m16_DAPI.tif,2062,2.315,0.001,14.461,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m01_DAPI.tif,1941,3.056,0.002,19.088,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m02_DAPI.tif,2123,2.567,0.001,16.037,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m03_DAPI.tif,2055,3.127,0.002,19.532,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m04_DAPI.tif,1981,3.287,0.002,20.53,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m05_DAPI.tif,2205,2.932,0.001,18.318,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m06_DAPI.tif,2164,2.692,0.001,16.814,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m07_DAPI.tif,2015,3.017,0.001,18.845,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m08_DAPI.tif,2092,2.586,0.001,16.156,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m09_DAPI.tif,2186,2.368,0.001,14.792,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m10_DAPI.tif,2210,2.396,0.001,14.965,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m11_DAPI.tif,2170,2.593,0.001,16.197,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m12_DAPI.tif,2116,3.037,0.001,18.973,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m13_DAPI.tif,2209,2.803,0.001,17.511,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m14_DAPI.tif,2267,2.224,9.81E-04,13.894,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m15_DAPI.tif,2145,2.47,0.001,15.431,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-05_m16_DAPI.tif,2062,2.315,0.001,14.461,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m01_DAPI.tif,1941,3.056,0.002,19.088,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m02_DAPI.tif,2123,2.567,0.001,16.037,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m03_DAPI.tif,2055,3.127,0.002,19.532,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m04_DAPI.tif,1981,3.287,0.002,20.53,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m05_DAPI.tif,2205,2.932,0.001,18.318,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m06_DAPI.tif,2164,2.692,0.001,16.814,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m07_DAPI.tif,2015,3.017,0.001,18.845,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m08_DAPI.tif,2092,2.586,0.001,16.156,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m09_DAPI.tif,2186,2.368,0.001,14.792,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m10_DAPI.tif,2210,2.396,0.001,14.965,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m11_DAPI.tif,2170,2.593,0.001,16.197,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m12_DAPI.tif,2116,3.037,0.001,18.973,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m13_DAPI.tif,2209,2.803,0.001,17.511,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m14_DAPI.tif,2267,2.224,9.81E-04,13.894,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m15_DAPI.tif,2145,2.47,0.001,15.431,255,,46
FK2021CL_(245)-Profundidad de enfoque extendida-02-Exportar imagen-06_m16_DAPI.tif,2062,2.315,0.001,14.461,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m01_DAPI.tif,1667,0.972,5.83E-04,6.07,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m02_DAPI.tif,1420,1.48,0.001,9.246,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m03_DAPI.tif,1654,2.889,0.002,18.044,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m04_DAPI.tif,1603,2.223,0.001,13.884,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m05_DAPI.tif,1392,1.047,7.53E-04,6.543,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m06_DAPI.tif,939,0.918,9.78E-04,5.734,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m07_DAPI.tif,993,0.959,9.66E-04,5.993,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m08_DAPI.tif,889,0.776,8.73E-04,4.845,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m09_DAPI.tif,1026,0.929,9.06E-04,5.806,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m10_DAPI.tif,901,0.772,8.57E-04,4.821,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m11_DAPI.tif,1158,1.057,9.13E-04,6.602,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m12_DAPI.tif,1545,1.155,7.47E-04,7.213,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m13_DAPI.tif,1509,1.298,8.60E-04,8.108,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m14_DAPI.tif,1118,0.925,8.27E-04,5.776,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m15_DAPI.tif,772,0.681,8.82E-04,4.255,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-05_m16_DAPI.tif,715,0.647,9.06E-04,4.045,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-06_m01_DAPI.tif,1667,0.972,5.83E-04,6.07,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-06_m02_DAPI.tif,1420,1.48,0.001,9.246,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-06_m03_DAPI.tif,1654,2.889,0.002,18.044,255,,46
FK2021CL_(246)-Profundidad de enfoque extendida-03-Exportar imagen-06_m04_DAPI.tif,1603,2.223,0.001,13.884,255,,46
